600230,20000406
600231,20000511
600232,20000602
600233,20000608
600234,20000615
600235,20000615
600236,20000323
600237,20000609
600238,20000120
600239,19991202
600240,20000628,del
600241,20001128
600242,20001207
600243,20001120
600246,20000922
600247,20001123
600248,20000622
600249,20040130
600250,20010306
600251,20030609
600252,20001130
600255,20001122
600256,20000526
600257,20000612
600258,20000601
600259,20000525
600260,20000706
600261,20000720
600262,20000630
600265,20000825
600266,19990203
600267,20000725
600268,19991118
600269,20000518
600270,20001228,del
600271,20030711
600272,19970108
600273,20030627
600275,20000810
600276,20001018
600277,20000725
600278,20000712
600279,20000731
600280,20000926
600281,20001109
600282,20000919
600283,20001018
600284,20040316
600285,20001018
600287,20000901
600288,20001129
600289,20000720
600290,20001106
600291,20000731
600292,20001101
600293,20000919
600295,19951020
600297,20001116
600298,20000818
600299,20000420
600300,20000630
600301,20000712
600302,20001213
600303,20001226
600305,20010206
600306,20001226
600307,20001220
600308,20000928
600309,20000105
600310,20010228
600311,20010626
600312,20010221
600313,20010119
600315,20010315
600316,20001215
600317,20020131
600318,20001208
600319,20010326
600320,20001221
600321,20010524
600322,20010910
600323,20001225
600325,20040225
600326,20010116
600327,20020625
600328,20001222
600329,20010606
600330,20010118
600331,20011220
600332,20010206
600333,20001211
600335,20010305
600336,20001229
600337,20001127
600338,20001227
600339,20001225
600340,20031230
600343,20030408
600345,20001222
600346,20010820
600348,20030821
600350,20020318
600351,20020926
600352,20030801
600353,20021120
600354,20040115
600355,20020613
600356,20010419
600358,20000922
600359,19990429
600360,20010316
600361,20011129
600362,20020111
600363,20010329
600365,20010115
600366,20001030
600367,20010320
600368,20001221
600369,20010109
600370,20030306
600371,20020916
600372,20010706
600373,20020304
600375,20030401
600376,20010312
600377,20010116
600378,20010111
600379,20020116
600380,20010608
600381,20010508
600382,20010118
600383,20010412
600385,20010723
600386,20010216
600387,20040218
600388,20001229
600389,20010110
600390,20010115
600391,20011212
600392,20030529
600393,20010319
600395,20010531
600396,20010328
600397,20020702
600398,20001228
600399,20001229
600400,20010108
600401,20030924,del
600403,20031009
600405,20040401
600406,20031016
600408,20030212
600409,20030618
600410,20040427
600415,20020509,del
600416,20020718
600418,20010824
600419,20010628
600420,20040616
600421,20040607
600422,20001206
600423,20030717
600425,20030724
600426,20020620
600428,20020418
600429,20030915
600433,20030619
600435,20030704
600436,20030616
600438,20040302
600439,20030710
600444,20040219
600446,20031224
600448,20010903
600449,20030829
600452,20040303
600455,20040329
600456,20020412
600458,20021219
600459,20030516
600460,20030311
600461,20040601
600462,20030903
600463,20040318
600466,20010212
600467,20040405
600468,20010615
600469,20031021
600470,20040305
600475,20030721
600476,20031210
600477,20031110
600478,20030918
600479,20040312
600480,20030815
600481,20030422
600482,20040714
600483,20040531
600485,20030807
600486,20020425
600487,20030822
600488,20010618
600489,20030814
600490,20030626
600491,20040524
600493,20040421
600495,20040526
600496,20020605
600497,20040420
600498,20010823
600499,20021010
600500,20000301
600501,20010615
600502,20030415
600503,20020709
600505,20020530
600506,20011226
600507,20030930
600508,20010829
600509,20020228
600510,20020618
600511,20021127
600512,20021226
600513,20030319
600515,20020806
600516,20020830
600517,20031010
600518,20010319
600519,20010827
600520,20020108
600521,20030304
600522,20021024
600523,20011227
600525,20021202
600526,20020722
600527,20031127
600528,20010528
600529,20020603
600530,20010702
600531,20020730
600532,20021031
600533,20020328
600535,20020823
600536,20020517
600537,20030123
600538,20030114
600539,20010824
600540,20040107
600543,20040324
600545,20031203
600546,20030731
600547,20030828
600548,20011225
600549,20021107
600550,20010228
600551,20020905
600552,20021108
600555,20010328
600556,20010807
600557,20020918
600558,20010227
600559,20021029
600560,20020919
600561,20020716
600562,20030128
600563,20021210
600565,20020723
600566,20010822
600567,20011218
600568,20010518
600569,20010820
600570,20031216
600571,20021101
600572,20040412
600573,20030226
600575,20030328
600576,20030220
600577,20020911
600578,20020510
600579,20020809
600580,20020606
600581,20020816
600582,20020515
600583,20020205
600584,20030603
600585,20020207
600586,20020815
600587,20020927
600588,20010518
600589,20010612
600590,20020703
600592,20020805
600593,20020711
600594,20040323
600595,20020626
600596,20010906
600597,20020828
600598,20020329
600599,20010828
600600,19930827
600601,19901219
600602,19901219
600603,19920113
600604,19920327
600605,19920327
600606,19920327
600608,19920327
600609,19920724
600610,19920805,del
600611,19920807
600612,19920814
600613,19920820
600614,19920828
600615,19920910
600616,19920929
600617,19921013
600618,19921113
600619,19921113
600620,19921117
600621,19921202
600622,19921203
600623,19921204
600624,19930105
600626,19930107
600628,19930109
600629,19930209
600630,19930209
600633,19930304
600634,19930304
600635,19930304
600636,19930316
600637,19930316
600638,19930326
600639,19930326
600640,19930407
600641,19930407
600642,19930416
600643,19930426
600644,19930426
600645,19930504
600647,19930504
600648,19930504
600649,19930518
600650,19930607
600651,19860926
600652,19901219
600653,19901219
600654,19901219
600655,19920902
600657,19930524
600658,19930524
600660,19930610
600661,19930614
600662,19930614
600663,19930628
600664,19930629
600665,19930709
600666,19930712
600667,19930728
600668,19930728
600671,19930823
600673,19930917
600674,19930924
600675,19930924
600676,19930928
600677,19930928
600678,19931008
600679,19931008
600680,19931018,del
600681,19931018
600682,19931018
600683,19931025
600684,19931028
600685,19931028
600686,19931108
600687,19931108
600688,19931108
600689,19931108
600690,19931119
600691,19931119
600692,19931119
600693,19931122
600694,19931122
600695,19931122
600696,19931206
600697,19931206
600698,19931206
600699,19931206
600701,19960528
600702,19960524
600703,19960528
600704,19960606
600705,19960516
600706,19960516
600707,19960520
600708,19960606
600710,19960701
600711,19960531
600712,19960626
600713,19960701
600714,19960606
600715,19960701
600716,19960702
600717,19960614
600718,19960618
600719,19960716
600720,19960716
600721,19960626
600722,19960626
600723,19960716
600724,19960716
600725,19960702
600726,19960701
600727,19960702
600728,19960716
600729,19960702
600730,19960726
600731,19960802
600732,19960816
600733,19960816
600734,19960808
600735,19960726
600736,19960815
600737,19960731
600738,19960802
600739,19960819
600740,19960808
600741,19960826
600742,19960826
600743,19960909
600744,19960905
600745,19960828
600746,19960918
600747,19960916,del
600748,19960925
600749,19961015
600750,19960923
600751,19960909
600753,19960927
600754,19961011
600755,19961003
600756,19960923
600757,19961003
600758,19961029
600759,19961008
600760,19961011
600761,19961009
600763,19961030
600764,19961104
600765,19961106
600766,19961028
600767,19961115
600768,19961111
600769,19961101
600770,19961120
600771,19961105
600773,19961108
600774,19961108
600775,19961118
600776,19961126
600777,19961121
600778,19961203
600779,19961206
600780,19961205
600781,19961218
600782,19961225
600783,19961225
600784,19961225
600785,19970108
600787,19970121
600789,19970226
600790,19970228
600791,19970130
600792,19970123
600793,19970220
600794,19970306
600795,19970318
600796,19970408
600797,19970418
600798,19970423
600800,19931206
600801,19940103
600802,19940103
600803,19940103
600804,19940103
600805,19940103
600806,19940103,del
600807,19940103
600808,19940106
600809,19940106
600810,19940106
600811,19940106
600812,19940114
600814,19940114
600815,19940128
600816,19940128
600817,19940128
600818,19940128
600819,19940128
600820,19940128
600821,19940128
600822,19940204
600823,19940204
600824,19940204
600825,19940204
600826,19940204
600827,19940204
600828,19940224
600829,19940224
600830,19940224
600831,19940224
600833,19940224
600834,19940224
600835,19940224
600836,19940224
600837,19940224
600838,19940224
600839,19940311
600841,19940311
600843,19940311
600844,19940311
600845,19940311
600846,19940311
600847,19940324
600848,19940324
600850,19940324
600851,19940404
600853,19940404
600854,19940425
600855,19940425
600856,19940425
600857,19940425
600858,19940506
600859,19940506
600860,19940506
600861,19940520
600862,19940520
600863,19940520
600864,19940809
600865,19940809
600866,19940818
600867,19940824
600868,19940912
600869,19950206
600870,19950228
600871,19950411
600872,19950124
600873,19950217
600874,19950630
600875,19951010
600876,19951031
600877,19951013
600879,19951115
600880,19951115
600881,19951115
600882,19951206
600883,19951208
600884,19960130
600885,19960205
600886,19960118
600887,19960312
600888,19960215
600889,19960308
600890,19960318
600891,19960325,del
600892,19960315
600893,19960408
600894,19960328
600895,19960422
600896,19960503
600897,19960531
600898,19960418
600900,20031118
600908,20160923
600909,20161206
600917,20140930
600919,20160802
600926,20161027
600936,20160815
600939,20170221
600958,20150323
600959,20150428
600960,20040407
600961,20040830
600962,20040622
600963,20040525
600965,20040713
600966,20040608
600967,20040518
600969,20040408
600970,20050412
600971,20040817
600973,20040802
600975,20040609
600976,20040419
600977,20160809
600978,20040824
600979,20040906
600980,20040512
600981,20040630
600982,20040706
600983,20040727
600984,20040707
600985,20040428
600986,20040426
600987,20040809
600988,20040414
600990,20040510
600992,20040514
600993,20040517
600995,20040615
600996,
600997,20040602
600998,20101102
600999,20091117
601000,20100705
601001,20060623
601002,20070126
601003,20070227
601005,20070228
601006,20060801
601007,20070406
601008,20070426
601009,20070719
601010,20110603
601011,20110309
601012,20120411
601015,20141105
601016,20140929
601018,20100928
601020,20160316
601021,20150121
601028,20111107
601038,20120808
601058,20110630
601069,20150122
601086,20170929
601088,20071009
601098,20101028
601099,20071228
601100,20111028
601101,20100331
601106,20100209
601107,20090727
601111,20060818
601113,20110509
601116,20110302
601117,20100107
601118,20110107
601126,20101231
601127,20160615
601128,20160930
601137,20110127
601139,20091225
601155,20151204
601158,20100329
601163,20160909
601166,20070205
601168,20070712
601169,20070919
601177,20101011
601179,20100128
601186,20080310
601188,20100319
601198,20150226
601199,20110317
601200,20170331
601208,20110520
601211,20150626
601212,20170215
601216,20110222
601218,20110506
601222,20110808
601225,20140128
601226,20141211
601228,20170329
601229,20161116
601231,20120220
601233,20110518
601238,20120329
601258,20110428
601288,20100715
601311,20110602
601313,20120116
601318,20070301
601326,20170816
601328,20070515
601333,20061222
601336,20111216
601339,20120612
601366,20170412
601368,20150612
601369,20100428
601375,20170103
601377,20101013
601388,20120423
601390,20071203
601398,20061027
601500,20160919
601515,20120216
601518,20100319
601519,20110128
601555,20111212
601558,20110113
601566,20110530
601567,20110615
601579,20140825
601588,20061016
601595,20160817
601599,20110527
601600,20070430
601601,20071225
601607,19940324
601608,20120706
601611,20160606
601616,20110201
601618,20090921
601619,20170720
601628,20070109
601633,20110928
601636,20110812
601666,20061123
601668,20090729
601669,20111018
601677,20110919
601678,20100223
601688,20100226
601689,20150319
601699,20060922
601700,20110118
601717,20100803
601718,20100816
601727,20081205
601766,20080818
601777,20101125
601788,20090818
601789,20110816
601798,20110622
601799,20110201
601800,20120309
601801,20100118
601808,20070928
601811,20160808
601818,20100818
601857,20071105
601858,20170118
601866,20071212
601872,20061201
601877,20100121
601878,20170626
601880,20101206
601881,20170123
601882,20161107
601886,20110818
601888,20091015
601890,20101228
601898,20080201
601899,20080425
601900,20160215
601901,20110810
601908,20110908
601918,20071219
601919,20070626
601928,20111130
601929,20120223
601933,20101215
601939,20070925
601949,20170821
601952,20170515
601958,20080417
601965,20120611
601966,20160706
601968,20150611
601969,20141209
601985,20150610
601988,20060705
601989,20091216
601991,20061220
601992,20110301
601996,20110929
601997,20160816
601998,20070427
601999,20071221
603000,20120427
603001,20120426
603002,20120518
603003,20120817
603005,20140210
603006,20140630
603007,20160826
603008,20120717
603009,20140718
603010,20141010
603011,20141107
603012,20150320
603015,20150303
603016,20160701
603017,20141231
603018,20141013
603019,20141106
603020,20150325
603021,20150423
603022,20150518
603023,20150527
603025,20150422
603026,20150529
603027,20160307
603028,20160331
603029,20160427
603030,20150320
603031,20160822
603032,20170105
603033,20161207
603035,20170105
603036,20161209
603037,20170120
603038,20170116
603039,20170113
603040,20170209
603041,20170330
603042,20170602
603043,20170627
603050,20170414
603055,20170921
603058,20161223
603060,20161109
603063,20170728
603066,20150611
603067,20160913
603069,20160712
603077,20120731
603078,20170410
603079,20170823
603081,20170420
603085,20150630
603086,20170511
603088,20141111
603089,20170126
603090,20160831
603096,20170425
603098,20161216
603099,20140822
603100,20140805
603101,20160506
603106,20170920
603108,20150527
603111,20140801
603113,20170511
603116,20150629
603117,20150629
603118,20150225
603123,20120503
603126,20140731
603127,20170825
603128,20120529
603129,20170818
603131,20160607
603133,20170320
603136,20170927
603138,20170306
603139,20170421
603157,20170925
603158,20150320
603159,20160812
603160,20161017
603165,20170117
603166,20141127
603167,20120906
603168,20140702
603169,20141009
603177,20170207
603178,20170328
603179,20170317
603180,20170512
603181,20170824
603183,20170905
603186,20170103
603188,20140909
603189,20160914
603196,20170531
603197,20170519
603198,20150528
603199,20150326
603200,20170601
603203,20161108
603208,20170210
603218,20161228
603222,20150217
603223,20150630
603225,20170418
603226,20170615
603227,20150515
603228,20170106
603229,20170509
603232,20170421
603233,20170731
603238,20170222
603239,20161230
603258,20161026
603266,20170110
603268,20150319
603269,20170517
603277,20170911
603286,20170627
603288,20140211
603298,20161227
603299,20151231
603300,20150529
603303,20170330
603305,20170710
603306,20140926
603308,20140122
603309,20150302
603311,20150518
603313,20161013
603315,20150424
603316,20170619
603318,20150424
603319,20161130
603320,20170502
603321,20170915
603322,20160728
603323,20161129
603326,20170616
603328,20140701
603330,20170213
603331,20170705
603333,20120507
603335,20170620
603336,20161124
603337,20170119
603338,20150325
603339,20160519
603345,20170222
603355,20150513
603357,20170801
603358,20170125
603359,20170901
603360,20170206
603363,20170926
603366,20120521
603367,20170929
603368,20141204
603369,20140703
603377,20160205
603378,20170928
603380,20170622
603383,20170522
603385,20170405
603386,20170912
603387,20170717
603388,20170324
603389,20161215
603393,20160912
603398,20151209
603399,20120824
603416,20161221
603421,20161011
603429,20170124
603444,20170104
603456,20141010
603458,20170809
603488,20170516
603496,20170607
603500,20170904
603501,20170504
603505,20170503
603508,20151224
603515,20160819
603517,20170317
603518,20141203
603519,20150319
603520,20160309
603527,20170907
603528,20160503
603533,20170921
603535,20170808
603536,20170613
603538,20170407
603555,20140124
603556,20161110
603557,20170818
603558,20150127
603559,20161202
603566,20150518
603567,20150424
603568,20150528
603569,20160810
603577,20161222
603578,20170306
603579,20170111
603580,20170525
603585,20161214
603586,20170406
603588,20141229
603589,20150629
603595,20170712
603598,20150527
603599,20150513,del
603600,20150123
603601,20150122
603602,20170810
603603,20170217
603606,20141015
603608,20160218
603609,20140808
603611,20150128
603612,20170718
603615,20170213
603616,20150611
603617,20170703
603618,20150217
603626,20170209
603628,20170112
603630,20170313
603633,20161117
603636,20141230
603637,20170208
603638,20170120
603639,20170112
603648,20170913
603656,20170321
603658,20160901
603660,20161201
603663,20160801
603665,20170313
603667,20161025
603668,20170117
603669,20150528
603676,20170721
603677,20170206
603678,20150126
603679,20170621
603686,20150126
603688,20141031
603689,20170110
603690,20170113
603696,20151209
603698,20150128
603699,20140117
603701,20160412
603703,20150423
603707,20170719
603708,20161213
603716,20161031
603717,20170327
603718,20150515
603721,20170811
603725,20170906
603726,20160421
603727,20161122
603728,20170509
603729,20150324
603730,20170728
603737,20160603
603738,20160928
603757,20170711
603758,20170517
603766,20120810
603767,20170613
603768,20170324
603776,20170817
603777,20161012
603778,20151231
603779,20160516
603787,20170427
603788,20150120
603789,20150427
603797,20170413
603798,20160406
603799,20150129
603800,20151210
603801,20170630
603803,20170420
603806,20140905
603808,20150422
603811,20170315
603813,20170918
603816,20161014
603817,20170220
603818,20150422
603819,20161125
603822,20160428
603823,20161220
603825,20170802
603826,20170414
603828,20150226
603833,20170328
603838,20150701
603839,20170214
603843,20160905
603855,20170524
603858,20161118
603859,20161021
603860,20170802
603861,20160322
603866,20151222
603868,20160418
603869,20150326
603877,20170109
603878,20161219
603879,20170614
603880,20170807
603881,20170208
603882,20170908
603883,20150423
603885,20150527
603886,20161228
603887,20161010
603888,20161028
603889,20141231
603896,20170510
603898,20150217
603899,20150127
603900,20161123
603901,20150529
603903,20170314
603906,20170410
603908,20170307
603909,20160628
603918,20150528
603919,20160310
603920,20170426
603926,20170510
603928,20161212
603929,20161230
603933,20170706
603936,20151209
603938,20170628
603939,20150217
603955,20170310
603958,20160629
603959,20160517
603960,20170314
603963,20170922
603966,20170125
603968,20150518
603969,20150227
603976,20170822
603977,20161111
603978,20170807
603979,20150630
603980,20170615
603985,20170505
603986,20160818
603987,20161121
603988,20141104
603989,20150515
603990,20161208
603991,20170308
603993,20121009
603996,20151222
603997,20150302
603998,20141205
603999,20151210
000001,19910403
000002,19910129
000004,19901201
000005,19901210
000006,19920427
000007,19920413
000008,19920507
000009,19910625
000010,19951027
000011,19920330
000012,19920228
000014,19920602
000016,19920327
000017,19920331
000018,19920616
000019,19921012
000020,19920428
000021,19940202
000022,19930505,del
000023,19930429
000025,19930621
000026,19930603
000027,19930903
000028,19930809
000029,19930915
000030,19930929
000031,19931008
000032,19931028
000034,19940509
000035,19940408
000036,19940617
000037,19940701
000038,19940808
000039,19940408
000040,19940808
000042,19940921
000043,19940928,del
000045,19940815
000046,19940912
000048,19941101
000049,19950320
000050,19950315
000055,19960415
000056,19960708
000058,19961226
000059,19970130
000060,19970123
000061,19970110
000062,19970130
000063,19971118
000065,19980605
000066,19970626
000068,19970611
000069,19970910
000070,20000511
000078,19981218
000088,19970728
000089,19980420
000090,19990721
000096,20000724
000099,20000731
000100,20040130
000150,20000807
000151,20000906
000153,20000920
000155,20000926
000156,20000906
000157,20001012
000158,20000724
000159,20000926
000166,20150126
000301,20000529
000333,20130918
000338,20070430
000400,19970418
000401,19960614
000402,19960626
000403,19960628
000404,19960619
000407,19960703
000408,19960628
000409,19960627
000410,19960718
000411,19960716
000413,19960925
000415,19960716
000416,19960719
000417,19960812
000418,19970328,del
000419,19960816
000420,19960802
000421,19960806
000422,19960815
000423,19960729
000425,19960828
000426,19960828
000428,19960808
000429,19980220
000430,19960829
000488,20001120
000498,19970609
000501,19921120
000502,19921123,pause
000503,19921130
000504,19921208
000505,19921221
000506,19930312
000507,19930326
000509,19930507
000510,19930507
000511,19930518,del
000513,19931028
000514,19930712
000516,19930809
000517,19930806
000518,19930908
000519,19931008
000520,19931025
000521,19931018
000523,19931108
000524,19931118
000525,19931028
000526,19931101
000528,19931118
000529,19931118
000530,19931208
000531,19940106
000532,19940103
000533,19940103
000534,19940110
000536,19931126
000537,19931210
000538,19931215
000539,19931126
000540,19940202
000541,19931123
000543,19931220
000544,19931208
000545,19931215
000546,19931215
000547,19931130
000548,19931220
000550,19931201
000551,19940106
000552,19940106
000553,19931203
000554,19931215
000555,19940408
000557,19940617
000558,19940509
000559,19940110
000560,19940202
000561,19940509
000563,19940110
000564,19940110
000565,19940408
000566,19940525
000567,19940525
000568,19940509
000570,19940701
000571,19940525
000572,19940808
000573,19940815
000576,19940907
000581,19980924
000582,19951102
000584,19951128
000585,19951213
000586,19951220
000587,19960425
000589,19960308
000590,19960119
000591,19960208
000592,19960327
000593,19960312
000595,19960419
000596,19960927
000597,19960523
000598,19960529
000599,19960430
000600,19960606
000601,19960830
000603,19960823
000605,19960913
000606,19961004
000607,19960830
000608,19960919
000609,19961010
000610,19960926
000611,19961008
000612,19960926
000613,19970128
000615,19961016
000616,19961108
000617,19961022
000619,19961023
000620,19961029
000622,19961107
000623,19961028
000625,19970610
000626,19961128
000627,19961112
000628,19961118
000629,19961115
000630,19961120
000631,19961122
000632,19961121
000633,19961112
000635,19961120
000636,19961129
000637,19961114
000638,19961126
000639,19961126
000650,19961210
000651,19961118
000652,19961128
000655,19961128
000656,19961128
000657,19961205
000659,19961203
000661,19961218
000662,19961216
000663,19961206
000665,19961210
000666,19961210
000667,19961205
000668,19961210
000669,19961210
000670,19961217
000671,19961218
000672,19961218
000673,19970124
000676,19961224
000677,19961226
000678,19970106
000679,19970124
000680,19970122
000681,19970121
000682,19970121
000683,19970131
000685,19970123
000686,19970227
000687,19970221
000688,19970120
000690,19970128
000691,19970228
000692,19970227
000693,19970226,del
000695,19970218
000697,19970325
000698,19970220
000700,19970228
000701,19970226
000702,19970318
000703,19970328
000705,19970410
000707,19970415
000708,19970326
000709,19970416
000710,19970422
000711,19970411
000712,19970415
000713,19970422
000715,19970508
000716,19970418
000717,19970508
000718,19970408
000719,19970331
000720,19970509
000721,19970430
000722,19970522
000723,19970515
000725,20010112
000726,20001225
000727,19970520
000728,19970616
000729,19970716
000731,19970617
000732,19970704
000733,19970703
000735,19970611
000736,19970425
000737,19970428
000738,19970626
000739,19970509
000750,19970709
000751,19970626
000752,19970625
000753,19970626
000755,19970627
000756,19970806
000757,19970627
000758,19970416
000759,19970519
000760,19970627,del
000761,19980115
000762,19970708
000766,19970430
000767,19970609
000768,19970626
000776,19970611
000777,19970710
000778,19970606
000779,19970528
000780,19970606
000782,19970619
000783,19970731
000785,19970711
000786,19970606
000788,19970616
000789,19970923
000790,19980327
000791,19971014
000792,19970904
000793,19970729
000795,19970808
000796,19970703
000797,19970715
000798,19980212
000799,19970718
000800,19970618
000801,19980506
000802,19980108
000803,19980303
000806,19980416
000807,19980408
000809,19980616
000810,19980602
000811,19980528
000812,19980623
000813,19980519
000815,19980609
000816,19970818
000818,19971017
000819,19970625
000820,19980630
000821,19980626
000822,19980703
000823,19971008
000825,19981021
000826,19980225
000828,19970617
000829,19971202
000830,19980807
000831,19980911
000833,19981111
000835,19990625
000836,19970929
000837,19980928
000838,19970626
000839,19971031
000848,19971113
000850,19981007
000851,19980609
000852,19981126
000856,19980813
000858,19980427
000859,19981119
000860,19981104
000861,19981028
000862,19980915
000863,19970925
000868,19970725
000869,20001026
000875,20020926
000876,19980311
000877,19990107
000878,19980602
000880,19980402
000881,19980902
000882,19980616
000883,19980519
000885,19990319
000886,19980123
000887,19981203
000888,19971021
000889,19971218
000890,19990119
000892,19990115
000893,19981224
000895,19981210
000897,19990422
000898,19971225
000899,19971126
000900,19990128
000901,19990401
000902,19990408
000903,19990415
000905,19990429
000906,19990707
000908,19990203
000909,19990507
000910,19990630
000911,19990527
000912,19990603
000913,19990514
000915,19990609
000916,19990927
000917,19990325
000918,19990720
000919,19991118
000920,19990616
000921,19990713
000922,19990618
000923,19990714
000925,19990611
000926,19990618
000927,19990727
000928,19990312
000929,19990623
000930,19990712
000931,19990712
000932,19990803
000933,19990831
000935,19990824
000936,19990810
000937,19990909
000938,19991104
000939,19990923,del
000948,19991014
000949,19991021
000950,19990916
000951,19991125
000952,19991112
000953,19991202
000955,19991209
000957,20000113
000958,19991223
000959,19991216
000960,20000221
000961,20000301
000962,20000120
000963,20000127
000965,20000406
000966,20000316
000967,20000330
000968,20000622
000969,20000529
000970,20000420
000971,20000427
000972,20000926
000973,20000525
000975,20000608
000976,20000601
000977,20000608
000978,20000518
000979,20000616,del
000980,20000616
000981,20000622
000982,20000706
000983,20000726
000985,20000726
000987,20000718
000988,20000608
000989,20000628
000990,20000706
000993,20000731
000995,20000807,del
000996,20000718
000997,20000807
000998,20001211
000999,20000309
001696,19970306
001896,19980122
001979,20151230
002001,20040625
002002,20040625
002003,20040625
002004,20040625
002005,20040625
002006,20040625
002007,20040625
002008,20040625
002009,20040629
002010,20040629
002011,20040705
002012,20040705
002013,20040705
002014,20040708
002015,20040708
002016,20040708
002017,20040713
002018,20040713,del
002019,20040713
002020,20040715
002021,20040715
002022,20040721
002023,20040721
002024,20040721
002025,20040726
002026,20040727
002027,20040804
002028,20040805
002029,20040806
002030,20040809
002031,20040816
002032,20040817
002033,20040825
002034,20040826
002035,20040901
002036,20040903
002037,20040908
002038,20040909
002039,20050303
002040,20050325
002041,20050418
002042,20050427
002043,20050510
002044,20050518
002045,20050523
002046,20050526
002047,20050531
002048,20050603
002049,20050606
002050,20050607
002051,20060619
002052,20060627
002053,20060627
002054,20060725
002055,20060725
002056,20060802
002057,20060802
002058,20060802
002059,20060810
002060,20060810
002061,20060816
002062,20060816
002063,20060823
002064,20060823
002065,20060823
002066,20060823
002067,20060915
002068,20060915
002069,20060928
002070,20061012,del
002071,20061012
002072,20061018
002073,20061018
002074,20061018
002075,20061025
002076,20061025
002077,20061116
002078,20061116
002079,20061116
002080,20061120
002081,20061120
002082,20061120
002083,20061124
002084,20061124
002085,20061128
002086,20061128
002087,20061130
002088,20061130
002089,20061130
002090,20061208
002091,20061208
002092,20061208
002093,20061215
002094,20061215
002095,20061215
002096,20061222
002097,20061222
002098,20061222
002099,20061226
002100,20061226
002101,20061229
002102,20061229
002103,20070110
002104,20070110
002105,20070112
002106,20070112
002107,20070124
002108,20070124
002109,20070126
002110,20070126
002111,20070126
002112,20070208
002113,20070208
002114,20070215
002115,20070215
002116,20070215
002117,20070302
002118,20070302
002119,20070302
002120,20070306
002121,20070306
002122,20070328
002123,20070328
002124,20070403
002125,20070403
002126,20070418
002127,20070418
002128,20070418
002129,20070420
002130,20070420
002131,20070427
002132,20070427
002133,20070427
002134,20070516
002135,20070530
002136,20070530
002137,20070613
002138,20070613
002139,20070629
002140,20070712
002141,20070720
002142,20070719
002143,20070720,del
002144,20070803
002145,20070803
002146,20070808
002147,20070808
002148,20070810
002149,20070810
002150,20070810
002151,20070813
002152,20070813
002153,20070813
002154,20070816
002155,20070816
002156,20070816
002157,20070817
002158,20070817
002159,20070817
002160,20070821
002161,20070821
002162,20070823
002163,20070823
002164,20070823
002165,20070913
002166,20070913
002167,20070913
002168,20070919
002169,20070919
002170,20070919
002171,20070921
002172,20070921
002173,20070925
002174,20070925
002175,20071012
002176,20071012
002177,20071101
002178,20071101
002179,20071101
002180,20071113
002181,20071116
